altitude_m,ambient_temp_c,pressure_kpa,load_current_a,vibration_g,operating_hours,internal_temp_c,dielectric_margin,health_status
1552.2,19.3,84.02,12.72,1.74,3976.5,50.2,36.97,0
5986.5,6.2,47.27,5.88,1.67,3149.0,20.2,29.76,1
3012.6,-36.6,70.0,44.0,0.84,2605.1,155.8,12.96,2
2798.8,6.7,71.92,43.22,4.07,4853.4,191.8,13.51,2
3613.5,-16.8,64.81,21.37,3.82,3481.2,55.9,20.66,1
781.8,-12.3,92.28,35.72,2.47,4724.2,112.8,20.19,2
1497.7,17.7,84.58,28.74,2.74,1589.6,114.2,21.83,2
4928.2,20.8,54.54,42.94,0.39,1675.5,231.5,10.3,2
996.8,-10.0,89.91,17.12,2.82,4275.1,35.3,33.15,0
4118.9,31.0,60.69,27.14,3.98,757.8,136.1,16.34,2
1972.1,-9.5,79.77,25.3,2.91,4730.2,73.5,22.6,1
2835.8,17.9,71.59,18.99,1.4,2542.3,76.6,24.7,1
2232.2,-3.7,77.23,44.79,3.37,4632.8,184.1,14.1,2
2634.0,27.3,73.43,9.96,1.87,1690.6,50.8,36.79,0
4814.3,28.1,55.37,9.18,2.77,3582.6,52.2,28.88,1
2282.7,-33.4,76.74,29.69,2.49,2419.5,72.5,19.34,2
3898.4,30.2,62.46,33.56,1.97,3137.8,169.6,14.34,2
3356.3,21.9,66.99,11.34,3.62,2526.8,51.4,31.39,0
4482.0,19.3,57.87,20.75,4.43,4835.9,93.3,18.82,1
6121.0,-24.9,46.4,47.44,0.13,3463.6,237.6,8.08,2
4895.4,20.4,54.78,13.84,4.67,1264.1,63.4,22.98,1
1789.6,23.8,81.59,34.08,2.61,4549.3,148.4,18.51,1
687.1,-18.3,93.34,37.53,3.53,1477.2,115.0,19.64,2
2073.6,31.4,78.77,23.51,4.29,1864.3,106.8,23.51,2
4070.5,-36.3,61.08,47.0,2.39,519.6,189.7,10.71,2
808.6,-28.8,91.98,37.36,4.19,4500.8,104.7,19.42,1
3478.2,0.3,65.95,23.98,0.97,1437.7,85.1,19.41,1
4081.1,3.2,60.99,29.33,0.88,1302.0,120.0,15.51,2
2505.5,8.4,74.63,35.25,3.32,4602.1,145.0,16.49,2
5125.5,-38.7,53.12,30.43,4.36,4029.6,93.1,13.14,2
1139.6,32.0,88.36,44.18,4.47,714.0,204.3,16.31,2
950.8,-36.7,90.41,19.13,3.25,3848.9,16.1,31.04,2
4869.1,-29.3,54.97,16.39,2.67,4566.0,25.2,20.83,1
3472.9,-38.9,65.99,12.26,1.72,401.8,-5.8,29.64,2
4630.4,2.5,56.74,3.81,4.9,4127.8,9.5,41.08,1
3109.0,29.9,69.14,4.06,1.67,2741.6,36.8,49.16,0
1978.4,9.9,79.71,43.76,3.75,3349.3,188.9,14.83,2
5414.6,21.7,51.09,34.56,2.71,2469.3,182.3,11.47,2
5296.5,-39.0,51.91,33.71,3.08,3492.0,114.8,11.88,2
4668.2,0.7,56.46,31.5,2.03,180.1,134.9,13.6,2
2132.9,-5.5,78.19,42.76,4.83,3815.9,169.4,14.82,2
4041.4,-2.6,61.31,25.05,2.9,176.4,90.9,17.49,2
2665.8,-34.6,73.14,43.78,4.7,2281.9,152.3,13.6,2
1049.5,11.3,89.34,19.25,0.14,763.3,64.9,30.54,0
6003.9,-2.3,47.16,46.48,2.91,4119.6,250.9,8.35,2
1320.9,17.4,86.43,35.54,3.61,1575.2,145.8,18.98,2
6201.4,-3.6,45.89,14.34,3.75,2275.9,45.9,18.85,1
3176.0,-28.8,68.55,29.08,4.53,2149.5,80.1,17.54,2
1610.8,8.6,83.41,27.59,0.12,3864.8,100.3,22.19,1
3751.4,-27.1,63.66,8.62,0.1,2410.9,-6.5,34.19,0
5737.7,25.4,48.9,30.38,2.41,3946.9,162.5,12.11,2
4893.3,6.0,54.79,17.11,0.24,376.8,63.9,20.21,1
5339.4,-28.2,51.61,4.51,4.88,966.1,-19.0,35.57,1
4452.7,32.2,58.09,47.54,1.19,2762.2,267.5,10.1,2
4653.7,-1.1,56.57,32.79,2.42,4736.0,140.7,13.22,2
5595.2,-34.5,49.86,44.09,0.4,383.0,194.1,9.22,2
1998.0,7.0,79.51,34.45,2.66,225.0,135.2,17.89,2
3436.5,-21.0,66.3,19.14,1.96,791.2,40.6,22.76,1
1827.3,20.3,81.22,26.61,0.32,3209.4,108.6,22.18,2
6426.0,21.3,44.49,34.44,1.74,2001.0,192.6,10.01,2
6164.4,33.4,46.13,48.09,2.02,4129.5,301.9,7.94,2
736.6,-2.4,92.78,14.18,4.95,368.9,31.9,38.38,1
4733.5,-5.9,55.97,44.0,1.12,990.1,209.3,10.37,2
6051.5,16.5,46.85,46.36,2.77,1507.1,269.5,8.31,2
1583.5,-30.1,83.69,34.18,4.94,3137.4,93.5,18.94,1
3907.7,1.0,62.39,46.7,3.98,3429.0,222.6,11.0,2
5992.9,1.0,47.23,21.1,4.97,629.8,84.7,15.19,2
703.7,-33.3,93.15,47.74,4.84,4719.6,153.7,16.13,2
4684.5,-8.7,56.34,35.73,2.5,1711.8,151.6,12.32,2
2284.1,24.0,76.73,4.02,3.51,3568.7,30.4,54.74,0
6046.4,24.2,46.88,45.53,0.64,2625.8,270.9,8.44,2
6326.3,-32.6,45.11,25.25,2.26,1121.6,77.6,12.79,2
6165.6,-33.2,46.12,24.1,4.06,4232.7,68.8,13.53,2
3345.3,-20.3,67.08,29.19,2.58,4093.0,90.4,17.12,2
5672.3,25.6,49.34,9.17,3.54,1986.4,51.1,25.74,1
5567.3,-30.3,50.05,24.52,3.75,2947.2,70.0,14.5,2
2414.6,14.0,75.49,41.89,1.34,1296.6,187.0,14.55,2
5473.5,-32.4,50.69,2.74,4.39,3452.4,-27.8,39.78,2
722.0,6.7,92.95,15.1,2.35,1552.0,44.1,37.03,0
4077.6,-13.3,61.02,2.12,1.13,4222.0,-10.3,50.35,0
1880.1,19.2,80.69,21.95,4.34,1094.8,86.9,25.25,1
1223.4,-22.5,87.47,36.96,2.15,83.9,112.4,18.63,2
961.7,7.9,90.29,40.34,3.78,1349.9,158.0,17.94,2
4677.7,-22.3,56.39,47.37,2.79,963.4,215.4,9.83,2
2539.2,13.5,74.31,31.21,1.97,2546.3,129.0,18.03,1
4848.6,25.5,55.12,14.22,4.07,1026.5,70.1,22.76,1
892.1,-30.5,91.06,46.36,2.96,3818.3,151.0,16.16,2
2391.7,25.0,75.7,39.22,2.01,1214.4,182.5,15.38,2
3736.9,4.5,63.78,29.57,0.64,3537.8,120.1,16.12,2
5244.3,-30.5,52.28,35.39,4.49,2896.6,133.7,11.52,2
2412.5,-7.9,75.51,46.37,0.27,4931.4,191.4,13.4,2
4255.3,-27.9,59.62,36.19,4.33,4999.5,130.7,12.91,2
5815.9,12.5,48.38,19.68,1.86,4348.9,87.6,16.3,2
4195.2,16.9,60.09,36.23,3.23,3802.3,175.1,13.0,2
1897.8,-32.1,80.51,3.93,4.62,1938.4,-26.0,57.78,2
646.4,-2.0,93.8,20.55,0.84,3768.9,55.2,30.7,0
5720.6,21.1,49.02,21.5,2.88,4783.8,105.5,15.56,2
627.6,30.2,94.01,10.01,3.85,126.7,51.1,46.99,1
5748.2,-1.5,48.83,3.11,3.81,2694.2,4.2,37.25,1
3673.6,31.3,64.31,8.4,2.68,1097.8,51.0,34.95,0
6134.4,0.2,46.32,33.42,3.16,2793.8,161.1,10.67,2
5292.7,-10.4,51.94,40.51,3.81,2337.6,188.5,10.28,2
6487.6,23.6,44.11,49.43,4.22,2883.1,308.9,7.42,2
2604.3,-3.0,73.71,18.63,3.83,2759.3,53.3,25.75,1
5103.1,-4.6,53.28,30.77,1.83,4800.9,129.1,13.07,2
2911.6,-3.2,70.9,46.98,4.98,2765.4,206.3,12.44,2
3379.3,23.5,66.79,10.02,2.23,4232.7,48.3,33.37,0
4265.0,22.4,59.54,36.45,0.22,1605.9,182.7,12.82,2
5742.1,-9.7,48.87,38.24,1.88,2196.1,179.5,10.13,2
6404.5,-15.0,44.62,6.27,0.73,2357.4,0.8,27.42,1
5109.6,-3.1,53.23,43.34,0.7,1400.9,212.9,9.98,2
3006.6,3.0,70.05,41.03,1.48,1905.2,177.4,13.73,2
3028.1,-22.1,69.86,3.6,0.36,2996.6,-16.3,51.35,0
4925.5,19.5,54.56,6.37,3.47,2905.1,34.1,33.33,0
1932.7,-3.5,80.16,4.36,0.46,3185.8,3.5,55.83,0
1162.8,-14.9,88.11,18.07,1.1,1765.6,34.4,31.39,0
2627.7,-32.0,73.49,26.45,0.56,1586.0,60.1,20.16,2
2223.4,-22.1,77.31,27.55,0.41,3062.0,73.0,20.59,1
2277.8,31.2,76.79,14.85,1.41,673.0,71.3,30.9,0
1901.6,-17.1,80.47,45.76,2.9,1272.6,172.5,14.43,2
752.6,-27.3,92.61,19.68,4.83,220.2,26.9,31.2,1
607.2,-5.4,94.24,4.19,4.39,372.3,0.7,66.43,1
6426.3,-17.0,44.49,16.41,4.39,1224.5,43.7,16.84,2
3066.6,-37.4,69.52,27.49,0.96,107.5,62.6,18.54,2
2806.0,-15.8,71.86,21.59,1.4,1234.6,54.3,22.74,1
4577.9,0.8,57.14,15.14,0.47,3278.3,48.7,22.72,1
1809.5,1.4,81.39,8.3,3.91,314.9,18.7,44.47,1
6199.8,-13.3,45.9,41.32,0.44,2189.3,204.3,8.94,2
5218.1,-6.5,52.46,49.81,2.83,4566.4,258.0,8.77,2
1036.5,32.4,89.48,17.82,1.31,3958.5,80.4,32.17,0
3005.5,-11.7,70.06,20.32,1.29,1534.1,53.5,23.11,1
5774.7,-20.6,48.66,31.67,4.95,4624.8,125.0,11.68,2
6168.4,-21.7,46.1,36.49,3.81,1654.9,160.7,9.92,2
3304.4,-5.7,67.44,20.82,4.2,371.9,63.1,21.88,1
4180.5,17.0,60.2,45.44,2.9,4970.3,234.0,10.86,2
1502.2,-24.6,84.53,28.88,4.37,4351.4,72.6,21.74,1
6447.0,13.2,44.36,23.62,3.26,2335.0,114.4,13.2,2
1890.0,-38.4,80.59,33.04,4.74,3335.2,81.7,18.72,2
6156.4,-8.6,46.18,47.73,1.48,3359.4,256.9,8.0,2
4397.9,18.2,58.51,40.14,3.02,980.5,203.3,11.67,2
4146.4,-14.6,60.47,3.92,3.48,1008.2,-7.6,43.44,0
3576.1,2.3,65.12,17.95,2.03,2353.2,59.1,23.3,1
1884.0,-24.6,80.65,24.59,4.41,4558.7,54.7,23.32,1
1559.2,15.6,83.94,17.1,4.9,59.9,62.4,30.98,1
1822.9,-36.1,81.26,35.61,2.52,3914.7,96.7,17.82,2
1618.6,23.9,83.33,41.66,2.01,297.1,187.3,16.13,2
5177.5,-25.1,52.75,37.1,2.41,2396.3,149.5,11.2,2
2600.8,25.6,73.74,49.49,4.28,3193.0,246.6,12.4,2
847.1,-13.6,91.55,15.08,3.26,3436.9,24.0,36.5,0
6314.6,14.2,45.18,44.0,0.32,301.8,253.7,8.37,2
5802.7,-16.1,48.47,38.8,2.76,2098.8,177.8,9.93,2
6066.5,27.9,46.75,19.38,0.18,2923.3,102.7,15.91,2
6469.4,-30.5,44.22,37.24,3.91,339.6,161.1,9.36,2
1543.4,-26.6,84.11,7.0,1.71,684.1,-13.2,49.49,0
2877.5,-3.0,71.21,39.89,2.41,3321.6,163.3,14.27,2
5049.4,-33.9,53.66,27.55,4.01,2613.0,80.3,14.29,2
4676.1,-25.3,56.4,16.03,0.33,817.5,26.8,21.67,1
1423.4,30.8,85.35,33.48,0.88,2680.8,149.6,19.63,2
5395.0,33.2,51.23,32.8,2.05,4564.3,182.3,11.97,2
1846.6,-11.8,81.02,12.06,1.23,87.8,17.4,36.74,0
1842.9,29.2,81.06,3.46,1.76,3216.7,34.3,60.23,0
3721.8,0.9,63.91,22.81,4.99,377.5,81.1,19.48,1
4057.6,-19.8,61.18,29.34,4.14,42.2,96.9,15.55,2
3980.5,12.7,61.8,44.08,4.43,761.8,218.0,11.43,2
1048.9,9.4,89.34,46.55,4.69,2120.3,193.7,15.8,2
5764.8,34.2,48.72,27.38,1.77,4013.7,152.9,13.03,2
2093.6,-20.1,78.58,38.18,1.56,1416.1,128.8,16.31,2
1277.1,10.4,86.89,23.09,1.25,3132.1,80.4,26.26,1
5832.5,-36.1,48.27,37.81,4.17,2061.7,151.3,10.1,2
6233.9,-31.5,45.69,11.83,3.43,1179.3,6.4,20.93,2
5672.8,-39.7,49.34,19.81,1.26,2576.1,35.3,16.55,2
5357.1,35.0,51.49,32.44,1.95,3989.3,181.4,12.13,2
4431.5,20.2,58.25,2.87,2.58,4164.1,24.8,45.26,0
3805.1,19.0,63.22,36.68,2.69,4234.1,175.9,13.54,2
1021.9,-1.8,89.64,42.11,4.45,1699.4,158.1,17.2,2
2950.7,-17.5,70.55,21.16,1.96,3969.3,51.3,22.64,1
2736.1,-28.7,72.49,23.5,4.55,1068.8,49.9,21.64,1
2058.5,-18.6,78.92,42.86,2.26,3694.7,156.0,14.93,2
4840.5,-11.8,55.18,39.23,3.76,4742.4,172.8,11.21,2
3475.3,16.7,65.97,15.83,4.66,78.6,64.1,25.54,1
986.3,0.5,90.02,17.55,4.55,2207.4,47.3,32.68,1
1821.1,-34.2,81.28,34.59,0.38,3242.4,93.3,18.23,2
4599.6,-38.6,56.97,29.03,1.11,3511.9,80.5,14.6,2
956.8,-32.3,90.35,9.79,2.44,888.7,-11.7,45.66,2
5607.2,-9.2,49.78,16.88,2.21,4861.2,50.4,18.52,1
3470.9,30.0,66.01,45.2,3.24,3080.2,235.7,11.96,2
3383.5,7.8,66.76,35.03,4.73,830.1,151.0,14.82,2
4054.4,20.1,61.2,49.33,0.65,112.4,261.6,10.32,2
5448.1,-5.0,50.86,38.82,2.31,3918.5,184.4,10.42,2
2586.9,-12.9,73.87,47.21,1.04,407.7,193.9,12.91,2
4568.1,-31.9,57.21,12.38,4.48,713.8,4.2,25.57,2
3894.4,25.7,62.49,39.03,4.83,2878.4,197.9,12.75,2
2102.2,18.7,78.49,2.97,2.45,3021.5,22.9,60.52,0
5771.8,-27.4,48.68,34.2,0.61,3437.6,134.7,11.01,2
5284.6,-1.6,52.0,24.53,3.95,1973.6,96.9,15.06,2
4450.7,-3.4,58.1,18.64,3.52,3871.8,60.0,20.28,1
5603.5,6.9,49.8,43.4,1.84,4872.0,230.6,9.33,2
5703.8,31.0,49.13,43.0,4.45,1362.8,253.4,9.27,2
4750.2,3.5,55.85,3.07,4.88,3518.1,8.7,42.73,1
5522.1,0.5,50.36,31.26,2.83,4643.1,141.1,12.21,2
4684.8,-36.2,56.33,19.66,2.87,3434.6,33.2,19.0,2
4580.8,-35.3,57.12,21.95,1.56,3408.7,45.2,17.88,2
4211.7,-25.9,59.96,41.94,2.96,1126.6,168.4,11.54,2
5016.3,-37.6,53.9,16.87,2.25,2680.3,19.7,20.06,2
1451.6,15.8,85.06,47.27,1.58,2817.0,208.7,14.85,2
5785.2,14.2,48.59,10.62,0.43,3503.6,45.8,23.56,1
5731.1,-29.8,48.95,33.81,1.34,4984.1,129.3,11.17,2
675.5,22.7,93.47,34.26,1.07,177.9,140.0,21.12,2
5454.9,-28.4,50.82,14.11,2.76,335.5,17.5,21.08,1
1273.2,-17.4,86.94,17.59,3.05,399.0,30.4,31.51,0
2510.7,-21.3,74.58,42.07,3.08,3717.5,153.7,14.32,2
4961.0,-12.1,54.3,38.57,2.0,690.4,169.6,11.18,2
1464.6,-20.9,84.92,17.8,2.16,3116.0,28.3,30.55,0
5407.8,-3.3,51.14,27.63,4.19,1630.1,114.0,13.59,2
5492.8,-9.4,50.56,4.96,2.43,2292.0,1.2,33.79,2
3544.8,34.0,65.39,12.02,4.94,1086.2,66.4,29.69,1
538.3,-35.8,95.02,25.32,2.25,4331.9,40.4,26.9,2
2222.2,-29.3,77.33,6.13,3.28,2934.9,-17.8,47.95,0
4201.6,-36.0,60.04,42.48,0.35,4723.4,161.7,11.44,2
6387.1,6.9,44.73,36.46,3.3,2877.2,192.0,9.63,2
4290.9,-35.9,59.34,47.29,4.27,628.3,195.3,10.36,2
2058.8,22.7,78.92,35.29,4.72,862.6,155.8,17.43,2
4304.0,-1.6,59.24,47.14,4.99,4945.5,228.7,10.37,2
3739.9,-0.5,63.76,28.62,1.48,3630.6,109.9,16.51,2
5179.1,2.1,52.74,30.81,2.92,255.9,136.7,12.92,2
1141.9,-27.2,88.34,48.89,2.31,3521.9,171.3,15.0,2
5066.2,-25.2,53.54,32.82,2.86,2066.7,120.8,12.5,2
3747.6,-16.1,63.69,3.48,0.87,1543.0,-10.3,47.26,0
6278.0,4.5,45.41,36.74,4.3,778.8,190.1,9.71,2
2551.2,-24.2,74.2,45.46,4.56,4201.1,171.4,13.38,2
4295.7,-31.3,59.3,40.19,2.3,328.6,152.9,11.82,2
6092.2,32.8,46.59,30.02,1.47,1456.3,170.9,11.64,2
1115.1,-38.4,88.63,34.22,0.79,1538.9,81.9,20.04,2
6123.4,20.2,46.39,49.53,3.45,812.9,299.2,7.79,2
4627.3,19.1,56.77,6.35,1.63,2545.8,33.3,34.71,0
907.0,-17.7,90.89,34.03,4.56,68.4,100.1,20.64,1
2305.8,-29.8,76.52,15.6,3.39,1511.9,13.3,29.89,1
4749.0,-29.1,55.86,32.72,3.26,4668.8,113.2,13.07,2
904.1,12.3,90.92,31.17,2.84,1559.5,116.5,22.09,2
3993.0,8.2,61.7,9.37,0.32,1808.7,31.7,31.86,0
2575.3,18.7,73.98,11.92,4.67,2371.1,48.8,33.74,1
4225.5,30.3,59.85,31.84,3.18,2812.8,162.6,14.31,2
774.5,11.9,92.36,8.16,4.97,4045.5,27.7,50.87,1
5729.2,-28.3,48.96,14.73,2.73,959.7,21.4,19.8,1
6340.9,-21.7,45.02,42.09,3.58,4360.0,203.8,8.64,2
6313.3,23.2,45.19,17.7,0.38,3790.2,90.1,16.31,2
4997.9,-24.3,54.03,25.43,3.2,3616.0,77.3,15.25,2
1280.5,-34.6,86.86,47.17,3.85,443.2,155.9,15.19,2
5049.6,12.7,53.66,12.9,3.91,118.0,52.2,23.43,1
647.5,-9.8,93.78,20.7,3.87,2974.1,48.0,30.55,1
632.7,29.0,93.95,31.11,1.21,4317.0,131.2,22.85,2
2441.7,8.8,75.23,38.26,4.88,2926.4,161.4,15.59,2
3431.9,-33.2,66.34,45.28,4.98,1074.0,172.5,12.0,2
5122.4,31.1,53.14,45.94,0.47,461.7,265.7,9.5,2
4599.8,-20.6,56.97,39.28,4.69,3501.0,161.3,11.56,2
3175.4,-14.7,68.56,12.96,1.52,3611.6,20.4,29.86,1
2141.8,-9.8,78.11,3.19,3.48,870.9,-5.2,59.21,0
6482.7,-36.2,44.14,20.42,1.76,150.7,46.6,14.51,2
3057.1,-2.8,69.6,8.79,4.84,2047.3,17.5,37.03,1
3208.3,-30.8,68.27,36.1,0.6,2917.8,116.9,14.81,2
1481.7,-9.9,84.75,33.73,2.54,3533.0,110.6,19.38,2
5268.9,-13.7,52.11,4.11,2.2,4051.6,-5.6,36.93,0
4662.1,18.0,56.5,42.16,1.7,3056.6,219.7,10.83,2
1824.6,20.2,81.24,13.94,3.26,563.3,56.0,33.94,0
994.3,-28.5,89.94,22.75,0.74,3416.1,38.9,27.46,1
4583.0,-12.5,57.1,34.06,3.61,4921.0,136.4,12.96,2
4427.1,-12.0,58.29,22.61,4.9,4528.9,71.0,17.87,2
2139.6,-28.6,78.13,23.18,4.04,4359.6,45.6,23.55,1
6205.2,19.9,45.87,5.15,4.31,1517.8,31.7,30.28,1
1406.3,13.0,85.53,21.27,1.86,3756.4,76.0,27.35,1
3094.0,-25.7,69.27,38.71,1.69,4257.0,136.0,14.22,2
6161.7,-12.5,46.14,45.93,2.63,3394.8,239.2,8.25,2
3018.4,-32.1,69.94,21.85,0.32,1260.3,40.2,21.96,2
4331.2,7.1,59.03,22.33,4.73,4769.6,88.2,18.26,1
2885.6,-30.9,71.13,35.73,0.8,2259.6,111.7,15.56,2
2145.3,33.9,78.07,47.25,4.52,657.7,235.3,13.64,2
6403.9,18.6,44.63,14.82,0.51,557.8,71.1,17.98,2
2956.0,-10.7,70.5,23.13,4.13,3241.1,67.2,21.28,1
5864.6,3.4,48.06,40.21,0.84,2194.2,208.1,9.57,2
1879.7,28.4,80.69,31.27,0.29,481.5,139.4,19.55,2
1778.6,1.6,81.7,7.31,3.63,3704.4,16.0,47.21,0
686.8,-26.9,93.34,32.13,1.47,3998.6,80.4,22.16,1
4410.0,-11.6,58.42,10.96,3.6,3629.8,18.5,27.87,1
2711.2,23.2,72.72,26.49,2.82,1019.3,116.0,19.93,2
5686.1,8.3,49.25,27.4,0.63,3452.0,126.5,13.17,2
3339.3,8.8,67.14,44.06,4.67,63.5,205.6,12.42,2
6309.2,25.0,45.21,24.2,2.32,1532.5,128.7,13.22,2
1613.2,27.0,83.39,15.41,3.7,2000.1,67.6,32.81,0
5711.7,29.0,49.08,13.09,2.56,4177.9,71.1,21.26,1
5159.6,-32.9,52.88,43.96,3.06,1958.1,188.2,9.8,2
5125.5,0.8,53.12,10.21,1.58,66.2,29.4,26.29,1
5568.7,15.5,50.04,22.44,1.08,1768.2,104.2,15.42,2
5066.1,16.8,53.54,10.98,2.76,2499.6,48.3,25.52,1
4257.3,5.5,59.6,39.12,2.26,4745.5,182.4,12.13,2
1287.5,-27.5,86.78,24.77,2.01,4705.8,49.8,24.96,1
695.2,19.8,93.25,18.85,3.4,912.6,70.7,32.32,0
6025.1,14.0,47.02,19.33,3.48,933.9,88.2,16.03,2
4199.9,-33.5,60.05,42.91,0.33,825.3,167.0,11.35,2
5279.2,-5.2,52.03,28.58,1.76,3946.7,116.8,13.49,2
3389.1,-27.0,66.71,36.46,2.12,40.0,124.5,14.36,2
1203.8,-14.7,87.67,45.06,0.57,644.6,163.1,15.92,2
1251.1,-38.6,87.17,45.28,1.26,2694.4,140.9,15.77,2
4613.4,-10.0,56.87,17.77,0.35,1245.3,50.0,20.48,1
3081.8,1.2,69.38,47.72,4.98,470.9,217.7,12.02,2
1703.1,6.5,82.47,3.19,3.71,1805.8,11.0,62.5,0
3449.6,9.8,66.19,20.09,0.53,1378.3,75.8,22.0,1
885.3,22.7,91.13,45.0,0.2,2560.4,196.7,16.57,2
3991.8,-23.8,61.71,15.18,3.62,4896.4,22.4,24.5,1
2114.0,-31.0,78.38,15.11,2.25,630.3,9.7,31.22,2
5285.4,23.9,51.99,16.53,3.96,1869.9,80.5,19.6,1
2362.2,-28.3,75.98,31.39,4.63,4660.6,86.9,18.36,1
3231.3,33.1,68.07,23.04,3.04,4385.6,112.0,20.6,2
569.7,23.2,94.67,36.88,1.02,1977.4,152.4,20.19,2
934.7,-2.4,90.59,44.96,3.93,3497.8,171.9,16.48,2
2855.0,33.6,71.41,34.36,4.78,448.4,168.4,16.1,2
3379.6,-32.7,66.79,11.81,2.94,3565.6,-1.4,30.62,2
4100.1,-17.3,60.84,46.77,3.44,4864.6,207.5,10.72,2
2250.0,7.9,77.06,14.7,1.75,2692.1,47.4,31.2,0
4669.9,-13.7,56.45,9.19,1.97,2497.5,10.2,29.41,1
5660.7,29.6,49.42,6.32,3.7,944.7,44.8,30.28,0
5179.1,-35.1,52.74,29.04,4.65,3172.6,88.8,13.51,2
737.7,1.2,92.77,7.46,3.18,2956.3,15.1,53.13,0
3383.0,4.3,66.76,8.66,3.97,3263.1,24.6,35.77,1
1129.6,9.0,88.47,16.4,0.94,140.2,51.9,33.51,0
1952.3,-20.8,79.97,15.52,1.14,2748.1,21.0,31.34,0
6420.0,-12.7,44.53,31.0,2.71,2978.7,135.1,10.86,2
1355.0,23.3,86.07,41.2,0.97,1045.6,181.6,16.81,1
3493.3,-25.4,65.82,38.54,3.21,1049.6,139.5,13.56,2
4208.9,22.0,59.98,14.6,1.53,1388.3,66.4,24.38,1
4714.8,2.2,56.11,13.77,3.98,3561.5,44.5,23.6,1
3857.9,17.2,62.79,48.36,4.06,3035.3,249.0,10.76,2
558.6,13.5,94.79,2.4,2.37,4230.4,16.3,76.47,0
2458.8,-24.4,75.07,44.23,0.99,1485.3,162.7,13.84,2
3606.3,2.7,64.87,11.59,3.27,4561.2,33.5,30.05,0
1027.2,25.1,89.58,47.47,4.96,3721.1,214.2,15.59,2
2603.8,-7.6,73.71,18.43,3.15,1981.1,47.9,25.93,1
699.2,32.5,93.2,23.14,0.28,485.4,100.3,28.13,1
971.5,-6.1,90.19,35.94,0.18,1292.3,121.6,19.63,2
2881.5,-29.3,71.17,30.21,1.67,4784.3,83.4,17.7,2
1296.3,-10.8,86.69,17.26,1.06,1558.7,35.9,31.8,0
3905.2,31.4,62.41,28.58,4.08,1656.2,142.8,16.17,2
4636.8,-16.0,56.69,37.07,4.24,956.0,152.2,12.04,2
5303.5,25.1,51.86,4.03,1.37,4036.2,33.0,36.96,0
1700.9,26.1,82.49,2.54,1.7,1385.5,29.4,65.8,0
1504.9,-13.7,84.51,23.99,1.26,1658.0,61.2,24.86,1
1127.4,-33.8,88.49,8.33,4.55,2077.6,-17.1,48.28,2
4318.6,14.3,59.12,33.89,2.56,2174.3,159.6,13.47,2
4738.9,-16.6,55.93,12.27,3.32,2062.6,19.4,25.11,1
689.5,18.7,93.31,22.78,2.14,2523.7,85.0,28.47,1
6117.3,-6.8,46.43,11.49,3.19,4074.4,29.2,21.61,1
811.8,-3.6,91.94,28.33,1.99,4098.2,87.0,23.99,1
3747.8,18.3,63.69,7.57,1.76,3993.6,35.5,36.25,0
4754.4,-11.3,55.82,3.11,3.21,514.6,-6.0,42.58,0
5725.8,-6.8,48.98,4.45,3.0,4000.4,2.6,33.89,0
4784.5,-11.8,55.59,47.8,1.54,610.1,230.7,9.62,2
5310.4,-12.4,51.82,8.83,0.83,632.4,11.2,27.52,1
2536.7,-0.6,74.34,36.01,1.91,4739.8,140.5,16.16,2
5389.0,20.7,51.27,5.26,2.13,4098.8,32.2,33.6,0
980.7,-12.9,90.09,7.19,3.18,2766.5,0.6,52.4,0
5868.9,-0.7,48.04,26.43,4.58,4376.1,113.1,13.19,2
3785.6,10.3,63.38,24.31,0.28,4946.9,98.4,18.47,1
5403.8,-19.8,51.17,47.68,1.29,3057.1,232.0,8.87,2
3213.9,-19.2,68.22,47.35,1.05,3068.4,196.8,11.9,2
4361.5,30.0,58.79,39.42,2.56,3774.6,210.0,11.9,2
3658.4,14.3,64.43,30.9,2.21,1168.4,136.5,15.75,2
4889.5,3.3,54.82,23.84,3.67,844.0,95.5,16.2,2
989.8,8.6,89.99,19.1,1.29,3800.3,61.3,30.93,0
862.1,-37.8,91.39,47.46,3.01,1731.1,149.4,15.9,2
1982.6,6.4,79.67,30.94,4.43,684.0,116.5,19.46,2
1457.3,-1.8,85.0,29.8,4.56,1581.2,99.4,21.36,1
5730.7,0.9,48.95,13.13,4.8,1799.6,43.3,21.16,1
1815.3,-13.0,81.34,4.24,3.89,4826.5,-6.3,57.11,1
6355.2,-33.9,44.93,47.37,4.54,3492.8,232.4,7.83,2
2521.4,-25.5,74.48,17.06,1.25,2659.0,24.0,27.53,1
1592.7,31.3,83.6,23.24,1.07,4844.7,103.4,25.15,1
5238.2,-9.3,52.32,7.5,0.13,4516.7,9.4,29.89,1
4452.2,-5.0,58.09,42.17,3.56,2564.9,194.0,11.13,2
3489.2,-36.0,65.86,3.33,4.69,4529.3,-30.7,49.42,2
3832.2,-37.2,63.0,42.03,1.02,2027.5,153.0,12.11,2
4815.2,13.8,55.37,8.73,3.22,1159.8,36.3,29.55,1
1870.7,0.4,80.78,44.56,3.76,1171.1,182.6,14.81,2
6478.0,-1.8,44.17,37.03,4.65,3315.0,188.4,9.39,2
6348.8,-21.8,44.97,9.9,3.27,2510.3,8.0,22.59,1
4402.0,15.9,58.48,29.16,4.85,3298.2,134.2,14.93,2
